user_id,page,face_api_score,cnn_score,hybrid_score,face_api_level,hybrid_level,has_cnn_prediction,face_path
97,/tantangan/penjumlahan-dua-angka,0.29919505707932087,-0.033190272748470306,0.19947946071624756,Highly Engaged,Highly Engaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.2999986950188647,-0.033190272748470306,0.2000420093536377,Highly Engaged,Highly Engaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.2969183320372107,-0.033190272748470306,0.19788575172424316,Highly Engaged,Highly Engaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.29398310582399634,-0.033190272748470306,0.1958310902118683,Highly Engaged,Highly Engaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.2999393885549367,-0.033190272748470306,0.20000049471855164,Highly Engaged,Highly Engaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.2999902031029492,-0.033190272748470306,0.20003604888916016,Highly Engaged,Highly Engaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.29998339232058835,-0.033190272748470306,0.20003128051757812,Highly Engaged,Highly Engaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.09999999997793571,-0.033190272748470306,0.06004291772842407,Disengaged,Disengaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.10000283760555542,-0.033190272748470306,0.06004490703344345,Engaged,Disengaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.10028217769062929,-0.033190272748470306,0.06024044007062912,Engaged,Disengaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.09986136571759467,-0.033190272748470306,0.05994587391614914,Disengaged,Disengaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.26621671885249976,-0.033190272748470306,0.17639461159706116,Highly Engaged,Highly Engaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.29642233937175333,-0.033190272748470306,0.1975385546684265,Highly Engaged,Highly Engaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.251222574723727,-0.033190272748470306,0.16589871048927307,Highly Engaged,Highly Engaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.2630308507033736,-0.033190272748470306,0.17416450381278992,Highly Engaged,Highly Engaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.10294095797032536,-0.033190272748470306,0.062101587653160095,Engaged,Disengaged,True,data/face_crops/face_000011_97_c1.jpg
97,/tantangan/penjumlahan-dua-angka,0.2999700965017891,-0.033190272748470306,0.20002198219299316,Highly Engaged,Highly Engaged,True,data/face_crops/face_000011_97_c1.jpg
