accuracy,loss,val_accuracy,val_loss,learning_rate
0.582010805606842,1.108664631843567,0.5878142714500427,1.0852875709533691,0.00020000000949949026
0.53125,1.1704758405685425,0.5920041799545288,1.0841268301010132,0.00020000000949949026
0.5856731534004211,1.1068120002746582,0.6019552946090698,1.0585414171218872,0.00020000000949949026
0.625,1.0279651880264282,0.6005586385726929,1.069597840309143,0.00020000000949949026
0.5882891416549683,1.1037312746047974,0.5839734673500061,1.0839232206344604,0.00020000000949949026
0.625,1.0789135694503784,0.5991619825363159,1.0664188861846924,0.00020000000949949026
0.5942623019218445,1.09004807472229,0.5961941480636597,1.0609773397445679,0.00020000000949949026
0.625,1.0211585760116577,0.6023044586181641,1.0507181882858276,0.00020000000949949026
0.5936518907546997,1.0829548835754395,0.5988128781318665,1.0635207891464233,0.00020000000949949026
0.59375,1.179725170135498,0.5986382961273193,1.0610380172729492,0.00020000000949949026
0.5929979085922241,1.0793217420578003,0.6024790406227112,1.0432873964309692,0.00020000000949949026
0.5625,1.0466448068618774,0.6057960987091064,1.0440971851348877,0.00020000000949949026
0.6018050312995911,1.0688152313232422,0.603701114654541,1.0430010557174683,0.00020000000949949026
0.5,1.0481246709823608,0.6031773686408997,1.0456498861312866,0.00020000000949949026
0.6011510491371155,1.0708534717559814,0.6064944267272949,1.04225492477417,0.00020000000949949026
0.625,1.1364078521728516,0.6063198447227478,1.0356545448303223,0.00020000000949949026
0.6020230054855347,1.0649627447128296,0.6124301552772522,1.0265707969665527,0.00020000000949949026
0.71875,0.9190999865531921,0.6068435907363892,1.0319384336471558,0.00020000000949949026
0.6082141399383545,1.0575920343399048,0.6124301552772522,1.0336651802062988,0.00020000000949949026
0.71875,0.9876306056976318,0.6098114252090454,1.0404009819030762,0.00020000000949949026
0.6066009998321533,1.051505446434021,0.6164455413818359,1.024471640586853,0.00020000000949949026
0.65625,0.9884989261627197,0.6141759753227234,1.031716227531433,0.00020000000949949026
0.6092605590820312,1.0520589351654053,0.6160963773727417,1.0248595476150513,0.00020000000949949026
0.5,1.073772668838501,0.6131284832954407,1.0288552045822144,0.00020000000949949026
0.6098273396492004,1.0462772846221924,0.6185405254364014,1.0169460773468018,0.00020000000949949026
0.625,0.9577190279960632,0.6166201233863831,1.0177282094955444,0.00020000000949949026
0.6144489049911499,1.0337233543395996,0.6082402467727661,1.0273845195770264,0.00020000000949949026
0.65625,0.798122227191925,0.6085894107818604,1.0301387310028076,0.00020000000949949026
0.6153209209442139,1.0312533378601074,0.6197625994682312,1.0155552625656128,0.00020000000949949026
0.5625,1.1455771923065186,0.6124301552772522,1.020440936088562,0.00020000000949949026
0.6184600591659546,1.0269125699996948,0.6216829419136047,1.0159450769424438,0.00020000000949949026
0.53125,1.3926877975463867,0.6202862858772278,1.0139634609222412,0.00020000000949949026
0.6208144426345825,1.0241186618804932,0.6166201233863831,1.003100037574768,0.00020000000949949026
0.4375,1.1649537086486816,0.6101605892181396,1.0184319019317627,0.00020000000949949026
0.6172828674316406,1.025705099105835,0.6195880174636841,1.0178537368774414,0.00020000000949949026
0.5625,0.8376264572143555,0.6148743033409119,1.0271518230438232,0.00020000000949949026
0.6215556263923645,1.0058072805404663,0.6188896894454956,1.0005022287368774,4.0000002627493814e-05
0.625,1.0487852096557617,0.6188896894454956,1.0092195272445679,4.0000002627493814e-05
0.6232995986938477,1.0051991939544678,0.6256983280181885,1.006350040435791,4.0000002627493814e-05
0.65625,0.9305123090744019,0.6229050159454346,1.0026168823242188,4.0000002627493814e-05
0.6278775930404663,0.997515082359314,0.6227304339408875,0.993412971496582,4.0000002627493814e-05
0.6875,1.0107717514038086,0.6234287619590759,0.9922252893447876,4.0000002627493814e-05
0.6267004013061523,0.9970039129257202,0.6248254179954529,1.002987027168274,4.0000002627493814e-05
0.71875,0.8771740198135376,0.6272695660591125,0.996232271194458,4.0000002627493814e-05
0.6297087669372559,0.9901090264320374,0.6218575239181519,0.9927186369895935,4.0000002627493814e-05
0.46875,1.2948577404022217,0.6307611465454102,0.994691789150238,4.0000002627493814e-05
0.6289239525794983,0.9921833276748657,0.6256983280181885,0.9934185147285461,4.0000002627493814e-05
0.71875,0.9300139546394348,0.6244762539863586,0.994441032409668,4.0000002627493814e-05
0.6276595592498779,0.9932775497436523,0.6260474920272827,0.9945729970932007,4.0000002627493814e-05
0.6875,0.9370855093002319,0.6265712380409241,1.0035749673843384,4.0000002627493814e-05
0.6297959685325623,0.9945787787437439,0.6269204020500183,0.990875780582428,4.0000002627493814e-05
0.65625,0.9538233280181885,0.630586564540863,0.9864660501480103,8.000000889296643e-06
0.6363359093666077,0.9819760918617249,0.6255237460136414,0.991973340511322,8.000000889296643e-06
0.46875,1.168260931968689,0.6262220740318298,0.9943710565567017,8.000000889296643e-06
0.6328915357589722,0.9811292290687561,0.627967894077301,0.9828577041625977,8.000000889296643e-06
0.75,0.821144700050354,0.6256983280181885,0.9933463335037231,8.000000889296643e-06
