accuracy,loss,val_accuracy,val_loss,learning_rate
0.23805370926856995,2.0091543197631836,0.2829958200454712,1.7610200643539429,0.0010000000474974513
0.3125,1.730189561843872,0.27548882365226746,1.7624166011810303,0.0010000000474974513
0.3290896415710449,1.689512848854065,0.3873952627182007,1.5998767614364624,0.0010000000474974513
0.25,1.699727177619934,0.39490222930908203,1.590703010559082,0.0010000000474974513
0.395753413438797,1.5449138879776,0.4385474920272827,1.4741299152374268,0.0010000000474974513
0.375,1.7026419639587402,0.44675278663635254,1.4655234813690186,0.0010000000474974513
0.4414457678794861,1.4467023611068726,0.4502444267272949,1.4029946327209473,0.0010000000474974513
0.4375,1.4530725479125977,0.44867318868637085,1.4142212867736816,0.0010000000474974513
0.4697854816913605,1.3872861862182617,0.49790501594543457,1.3236663341522217,0.0010000000474974513
0.46875,1.4978889226913452,0.49336591362953186,1.3371907472610474,0.0010000000474974513
0.49202126264572144,1.342882752418518,0.4938896596431732,1.3256804943084717,0.0010000000474974513
0.46875,1.4794429540634155,0.4954608976840973,1.3171223402023315,0.0010000000474974513
0.4990844130516052,1.3159209489822388,0.502967894077301,1.2716492414474487,0.0010000000474974513
0.5625,1.1638376712799072,0.5120460987091064,1.2660551071166992,0.0010000000474974513
0.5186170339584351,1.280290961265564,0.5504539012908936,1.1988904476165771,0.0010000000474974513
0.5625,1.1527771949768066,0.5438198447227478,1.1970820426940918,0.0010000000474974513
0.5250261425971985,1.2581400871276855,0.5186801552772522,1.281964659690857,0.0010000000474974513
0.46875,1.3675987720489502,0.5108240246772766,1.2881673574447632,0.0010000000474974513
0.5372776389122009,1.2342567443847656,0.4984287619590759,1.3282757997512817,0.0010000000474974513
0.40625,1.4853832721710205,0.5083798766136169,1.3182642459869385,0.0010000000474974513
0.5578130483627319,1.1737556457519531,0.5712290406227112,1.1065399646759033,0.00020000000949949026
0.40625,1.4598379135131836,0.5722765326499939,1.1046006679534912,0.00020000000949949026
0.5713725090026855,1.1526687145233154,0.588163435459137,1.084345817565918,0.00020000000949949026
0.53125,1.2159535884857178,0.5846717953681946,1.0824356079101562,0.00020000000949949026
0.5755144953727722,1.1323528289794922,0.5855447053909302,1.0892335176467896,0.00020000000949949026
0.53125,1.2839468717575073,0.5878142714500427,1.0955947637557983,0.00020000000949949026
0.5809644460678101,1.1239402294158936,0.596717894077301,1.0838457345962524,0.00020000000949949026
0.625,1.127015471458435,0.5925279259681702,1.0872687101364136,0.00020000000949949026
